Field,Description,Type,Coverage,Users,Alphas
oth455_competitor_n2v_p50_q200_w3_pca_fact1_cluster_10,Categorical label assigning window 3 observations to 10 clusters based on the 1st PCA component score of the ASI competitor N2V embeddings,GROUP,97%,2,2
oth455_competitor_n2v_p50_q200_w3_pca_fact1_cluster_20,Categorical label assigning window 3 observations to 20 clusters based on the 1st PCA component score of the ASI competitor N2V embeddings,GROUP,97%,9,9
oth455_competitor_n2v_p50_q200_w3_pca_fact1_cluster_5,Categorical label assigning window 3 observations to 5 clusters based on the 1st PCA component score of the ASI competitor N2V embeddings,GROUP,96%,2,2
oth455_competitor_n2v_p50_q200_w3_pca_fact2_cluster_10,Categorical label assigning window 3 observations to 10 clusters based on the 2nd PCA component score of the ASI competitor N2V embeddings,GROUP,96%,5,5
oth455_competitor_n2v_p50_q200_w3_pca_fact2_cluster_20,"Cluster label (k=20) based on PCA component 2 score from window-3 latent vectors (Node2Vec, competitor relations)",GROUP,97%,6,27
oth455_competitor_n2v_p50_q200_w3_pca_fact2_cluster_5,"Cluster label (k=5) based on PCA component 2 score from window-3 latent vectors (Node2Vec, competitor relations)",GROUP,95%,4,4
oth455_competitor_n2v_p50_q200_w3_pca_fact3_cluster_10,Categorical label assigning window 3 observations to 10 clusters based on the 3rd PCA component score of the ASI competitor N2V embeddings,GROUP,96%,1,1
oth455_competitor_n2v_p50_q200_w3_pca_fact3_cluster_20,Categorical label assigning window 3 observations to 20 clusters based on the 3rd PCA component score of the ASI competitor N2V embeddings,GROUP,97%,6,8
oth455_competitor_n2v_p50_q200_w3_pca_fact3_cluster_5,Categorical label assigning window 3 observations to 5 clusters based on the 3rd PCA component score of the ASI competitor N2V embeddings,GROUP,95%,5,5
oth455_competitor_n2v_p50_q200_w4_kmeans_cluster_10,"Integer cluster ID from KMeans (k=10) on the Node2Vec competitor latent vectors for GLOBAL, window 4, D1-lag",GROUP,97%,5,14
oth455_competitor_n2v_p50_q200_w4_kmeans_cluster_20,"Integer cluster ID from KMeans (k=20) on the Node2Vec competitor latent vectors for GLOBAL, window 4, D1-lag",GROUP,97%,11,14
oth455_competitor_n2v_p50_q200_w4_kmeans_cluster_5,"Integer cluster ID from KMeans (k=5) on the Node2Vec competitor latent vectors for GLOBAL, window 4, D1-lag",GROUP,96%,13,605
oth455_competitor_n2v_p50_q200_w4_pca_fact1_cluster_10,"Cluster label (k=10) based on PCA component 1 score from window-4 latent vectors (Node2Vec, competitor relations)",GROUP,96%,5,5
oth455_competitor_n2v_p50_q200_w4_pca_fact1_cluster_20,"Cluster label (k=20) based on PCA component 1 score from window-4 latent vectors (Node2Vec, competitor relations)",GROUP,97%,2,2
oth455_competitor_n2v_p50_q200_w4_pca_fact1_cluster_5,"Cluster label (k=5) based on PCA component 1 score from window-4 latent vectors (Node2Vec, competitor relations)",GROUP,96%,2,2
oth455_competitor_n2v_p50_q200_w4_pca_fact2_cluster_10,"Cluster label (k=10) based on PCA component 2 score from window-4 latent vectors (Node2Vec, competitor relations)",GROUP,96%,4,4
oth455_competitor_n2v_p50_q200_w4_pca_fact2_cluster_20,"Cluster label (k=20) based on PCA component 2 score from window-4 latent vectors (Node2Vec, competitor relations)",GROUP,97%,7,529
oth455_competitor_n2v_p50_q200_w4_pca_fact2_cluster_5,"Cluster label (k=5) based on PCA component 2 score from window-4 latent vectors (Node2Vec, competitor relations)",GROUP,95%,3,3
oth455_competitor_n2v_p50_q200_w4_pca_fact3_cluster_10,"Categorical cluster ID (k=10) based on PCA component 3 scores from window 4 of N2V (P=50,Q=200) competitor-relationship embeddings for USA equities; D1-lagged",GROUP,96%,2,2
oth455_competitor_n2v_p50_q200_w4_pca_fact3_cluster_20,"Categorical cluster ID (k=20) based on PCA component 3 scores from window 4 of N2V (P=50,Q=200) competitor-relationship embeddings for USA equities; D1-lagged",GROUP,97%,1,1
oth455_competitor_n2v_p50_q200_w4_pca_fact3_cluster_5,"Categorical cluster ID (k=5) based on PCA component 3 scores from window 4 of N2V (P=50,Q=200) competitor-relationship embeddings for USA equities; D1-lagged",GROUP,95%,4,4
oth455_competitor_n2v_p50_q200_w5_kmeans_cluster_10,"KMeans cluster label (k=10) on the window-5 latent vectors from USA competitor N2V (P=50,Q=200) embeddings; D1-lagged categorical ID",GROUP,97%,12,663
oth455_competitor_n2v_p50_q200_w5_kmeans_cluster_20,"KMeans cluster label (k=20) on the window-5 latent vectors from USA competitor N2V (P=50,Q=200) embeddings; D1-lagged categorical ID",GROUP,97%,70,858
oth455_competitor_n2v_p50_q200_w5_kmeans_cluster_5,"KMeans cluster label (k=5) on the window-5 latent vectors from USA competitor N2V (P=50,Q=200) embeddings; D1-lagged categorical ID",GROUP,96%,5,5
oth455_competitor_n2v_p50_q200_w5_pca_fact1_cluster_10,"Categorical cluster ID (k=10) based on PCA component 1 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,97%,6,8
oth455_competitor_n2v_p50_q200_w5_pca_fact1_cluster_20,"Categorical cluster ID (k=20) based on PCA component 1 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,97%,4,4
oth455_competitor_n2v_p50_q200_w5_pca_fact1_cluster_5,"Categorical cluster ID (k=5) based on PCA component 1 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,96%,2,2
oth455_competitor_n2v_p50_q200_w5_pca_fact2_cluster_10,"Categorical cluster ID (k=10) based on PCA component 2 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,96%,3,3
oth455_competitor_n2v_p50_q200_w5_pca_fact2_cluster_20,"Categorical cluster ID (k=20) based on PCA component 2 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,97%,3,3
oth455_competitor_n2v_p50_q200_w5_pca_fact2_cluster_5,"Categorical cluster ID (k=5) based on PCA component 2 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,95%,2,2
oth455_competitor_n2v_p50_q200_w5_pca_fact3_cluster_10,"Categorical cluster ID (k=10) based on PCA component 3 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,96%,2,2
oth455_competitor_n2v_p50_q200_w5_pca_fact3_cluster_20,"Categorical cluster ID (k=20) based on PCA component 3 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,97%,3,3
oth455_competitor_n2v_p50_q200_w5_pca_fact3_cluster_5,"Categorical cluster ID (k=5) based on PCA component 3 scores from window 5 of N2V (P=50,Q=200) competitor embeddings; D1-lagged",GROUP,95%,2,8
oth455_competitor_n2v_p50_q50_w1_kmeans_cluster_10,KMeans cluster label (k=10) on the Node2Vec competitor latent vectors in window 1,GROUP,97%,29,144
oth455_competitor_n2v_p50_q50_w1_kmeans_cluster_20,"KMeans cluster membership (20 clusters) on the seed 1 latent embeddings for USA competitor relationships, D1-lagged",GROUP,97%,4,4
oth455_competitor_n2v_p50_q50_w1_kmeans_cluster_5,Grouping data. Embedded using N2V with competitor data and then clustered using K-means into 5 groups,GROUP,96%,9,12
oth455_competitor_n2v_p50_q50_w1_pca_fact1_cluster_10,Cluster label (k=10) based on PCA component 1 of the Node2Vec competitor embedding for window 1 (D1-lagged),GROUP,96%,4,4
oth455_competitor_n2v_p50_q50_w1_pca_fact1_cluster_20,Grouping data. Embedded using N2V with competitor data and then clustered using the 1st eigenvalue of PCA into 20 groups,GROUP,97%,4,4
oth455_competitor_n2v_p50_q50_w1_pca_fact1_cluster_5,Cluster label (k=5) based on PCA component 1 of the Node2Vec competitor embedding for window 1 (D1-lagged),GROUP,95%,6,323
oth455_competitor_n2v_p50_q50_w1_pca_fact2_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using the 2nd eigenvalue of PCA into 10 groups,GROUP,96%,3,3
oth455_competitor_n2v_p50_q50_w1_pca_fact2_cluster_20,Cluster label (k=20) based on PCA component 2 of the Node2Vec competitor embedding for window 1 (D1-lagged),GROUP,97%,3,3
oth455_competitor_n2v_p50_q50_w1_pca_fact2_cluster_5,Cluster label (k=5) based on PCA component 2 of the Node2Vec competitor embedding for window 1 (D1-lagged),GROUP,95%,4,4
oth455_competitor_n2v_p50_q50_w1_pca_fact3_cluster_10,Cluster label from clustering the 3rd PCA component scores into 10 groups for the Node2Vec competitor embedding in window 1,GROUP,96%,7,96
oth455_competitor_n2v_p50_q50_w1_pca_fact3_cluster_20,Cluster label (k=20) based on PCA component 3 of the Node2Vec competitor embedding for window 1 (D1-lagged),GROUP,97%,7,9
oth455_competitor_n2v_p50_q50_w1_pca_fact3_cluster_5,Cluster label from clustering the 3rd PCA component scores into 5 groups for the Node2Vec competitor embedding in window 1,GROUP,95%,4,4
oth455_competitor_n2v_p50_q50_w2_kmeans_cluster_10,KMeans cluster label (k=10) on the Node2Vec competitor latent vectors for window 2 (D1-lagged),GROUP,96%,5,17
oth455_competitor_n2v_p50_q50_w2_kmeans_cluster_20,KMeans cluster label (k=20) on the Node2Vec competitor latent vectors for window 2 (D1-lagged),GROUP,97%,3,3
oth455_competitor_n2v_p50_q50_w2_kmeans_cluster_5,KMeans cluster label (k=5) on the Node2Vec competitor latent vectors in window 2,GROUP,96%,5,10
oth455_competitor_n2v_p50_q50_w2_pca_fact1_cluster_10,"Categorical cluster ID (10 clusters) based on the PC1 scores from seed 2 embeddings for USA competitor relationships, D1-lagged",GROUP,97%,1,1
oth455_competitor_n2v_p50_q50_w2_pca_fact1_cluster_20,Cluster label (k=20) based on PCA component 1 of the Node2Vec competitor embedding for window 2 (D1-lagged),GROUP,97%,4,5
oth455_competitor_n2v_p50_q50_w2_pca_fact1_cluster_5,Grouping data. Embedded using N2V with competitor data and then clustered using the 1st eigenvalue of PCA into 5 groups,GROUP,96%,3,3
oth455_competitor_n2v_p50_q50_w2_pca_fact2_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using the 2nd eigenvalue of PCA into 10 groups,GROUP,96%,1,1
oth455_competitor_n2v_p50_q50_w2_pca_fact2_cluster_20,Grouping data. Embedded using N2V with competitor data and then clustered using the 2nd eigenvalue of PCA into 20 groups,GROUP,97%,1,1
oth455_competitor_n2v_p50_q50_w2_pca_fact2_cluster_5,"Categorical cluster ID (5 clusters) based on the PC2 scores from seed 2 embeddings for USA competitor relationships, D1-lagged",GROUP,95%,1,1
oth455_competitor_n2v_p50_q50_w2_pca_fact3_cluster_10,"Categorical cluster ID (10 clusters) based on the PC3 scores from seed 2 embeddings for USA competitor relationships, D1-lagged",GROUP,96%,1,1
oth455_competitor_n2v_p50_q50_w2_pca_fact3_cluster_20,Grouping data. Embedded using N2V with competitor data and then clustered using the 3rd eigenvalue of PCA into 20 groups,GROUP,97%,2,2
oth455_competitor_n2v_p50_q50_w2_pca_fact3_cluster_5,"Categorical cluster ID (5 clusters) based on the PC3 scores from seed 2 embeddings for USA competitor relationships, D1-lagged",GROUP,95%,2,2
oth455_competitor_n2v_p50_q50_w3_kmeans_cluster_10,KMeans cluster label (k=10) on the Node2Vec competitor latent vectors in window 3,GROUP,97%,75,1011
oth455_competitor_n2v_p50_q50_w3_kmeans_cluster_20,"Categorical KMeans cluster label (k=20) based on window-3 Node2Vec embeddings of USA competitor relationships, D1-lagged",GROUP,97%,3,3
oth455_competitor_n2v_p50_q50_w3_kmeans_cluster_5,"Categorical KMeans cluster label (k=5) based on window-3 Node2Vec embeddings of USA competitor relationships, D1-lagged",GROUP,96%,1,1
oth455_competitor_n2v_p50_q50_w3_pca_fact1_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using the 1st eigenvalue of PCA into 10 groups,GROUP,97%,2,2
oth455_competitor_n2v_p50_q50_w3_pca_fact1_cluster_20,Cluster label from clustering the 1st PCA component scores into 20 groups for the Node2Vec competitor embedding in window 3,GROUP,97%,2,2
oth455_competitor_n2v_p50_q50_w3_pca_fact1_cluster_5,Cluster label (k=5) based on PCA component 1 of the Node2Vec competitor embedding for window 3 (D1-lagged),GROUP,96%,3,4
oth455_competitor_n2v_p50_q50_w3_pca_fact2_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using the 2nd eigenvalue of PCA into 10 groups,GROUP,96%,2,2
oth455_competitor_n2v_p50_q50_w3_pca_fact2_cluster_20,Cluster label from clustering the 2nd PCA component scores into 20 groups for the Node2Vec competitor embedding in window 3,GROUP,97%,1,1
oth455_competitor_n2v_p50_q50_w3_pca_fact2_cluster_5,Grouping data. Embedded using N2V with competitor data and then clustered using the 2nd eigenvalue of PCA into 5 groups,GROUP,95%,4,7
oth455_competitor_n2v_p50_q50_w3_pca_fact3_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using the 3rd eigenvalue of PCA into 10 groups,GROUP,96%,3,3
oth455_competitor_n2v_p50_q50_w3_pca_fact3_cluster_20,Grouping data. Embedded using N2V with competitor data and then clustered using the 3rd eigenvalue of PCA into 20 groups,GROUP,97%,3,5
oth455_competitor_n2v_p50_q50_w3_pca_fact3_cluster_5,Cluster label from clustering the 3rd PCA component scores into 5 groups for the Node2Vec competitor embedding in window 3,GROUP,95%,3,3
oth455_competitor_n2v_p50_q50_w4_kmeans_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using K-means into 10 groups,GROUP,97%,5,21
oth455_competitor_n2v_p50_q50_w4_kmeans_cluster_20,Grouping data. Embedded using N2V with competitor data and then clustered using K-means into 20 groups,GROUP,97%,4,7
oth455_competitor_n2v_p50_q50_w4_kmeans_cluster_5,KMeans cluster label (k=5) on the Node2Vec competitor latent vectors in window 4,GROUP,96%,3,4
oth455_competitor_n2v_p50_q50_w4_pca_fact1_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using the 1st eigenvalue of PCA into 10 groups,GROUP,96%,3,6
oth455_competitor_n2v_p50_q50_w4_pca_fact1_cluster_20,Cluster label from clustering the 1st PCA component scores into 20 groups for the Node2Vec competitor embedding in window 4,GROUP,97%,6,122
oth455_competitor_n2v_p50_q50_w4_pca_fact1_cluster_5,Grouping data. Embedded using N2V with competitor data and then clustered using the 1st eigenvalue of PCA into 5 groups,GROUP,95%,11,390
oth455_competitor_n2v_p50_q50_w4_pca_fact2_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using the 2nd eigenvalue of PCA into 10 groups,GROUP,96%,8,16
oth455_competitor_n2v_p50_q50_w4_pca_fact2_cluster_20,Grouping data. Embedded using N2V with competitor data and then clustered using the 2nd eigenvalue of PCA into 20 groups,GROUP,97%,2,2
oth455_competitor_n2v_p50_q50_w4_pca_fact2_cluster_5,Grouping data. Embedded using N2V with competitor data and then clustered using the 2nd eigenvalue of PCA into 5 groups,GROUP,95%,1,1
oth455_competitor_n2v_p50_q50_w4_pca_fact3_cluster_10,Categorical cluster ID (k=10) based on the 3rd principal component (PCA) of the USA competitor Node2Vec embedding using window 4 (D1-lagged),GROUP,96%,2,2
oth455_competitor_n2v_p50_q50_w4_pca_fact3_cluster_20,Cluster label (k=20) based on PCA component 3 of the Node2Vec competitor embedding for window 4 (D1-lagged),GROUP,97%,3,4
oth455_competitor_n2v_p50_q50_w4_pca_fact3_cluster_5,Cluster label (k=5) based on PCA component 3 of the Node2Vec competitor embedding for window 4 (D1-lagged),GROUP,95%,4,4
oth455_competitor_n2v_p50_q50_w5_kmeans_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using K-means into 10 groups,GROUP,97%,8,27
oth455_competitor_n2v_p50_q50_w5_kmeans_cluster_20,Grouping data. Embedded using N2V with competitor data and then clustered using K-means into 20 groups,GROUP,97%,5,5
oth455_competitor_n2v_p50_q50_w5_kmeans_cluster_5,KMeans cluster label (k=5) on the Node2Vec competitor latent vectors for window 5 (D1-lagged),GROUP,96%,5,5
oth455_competitor_n2v_p50_q50_w5_pca_fact1_cluster_10,Grouping data. Embedded using N2V with competitor data and then clustered using the 1st eigenvalue of PCA into 10 groups,GROUP,97%,3,3
oth455_competitor_n2v_p50_q50_w5_pca_fact1_cluster_20,Cluster label from clustering the 1st PCA component scores into 20 groups for the Node2Vec competitor embedding in window 5,GROUP,97%,5,5
oth455_competitor_n2v_p50_q50_w5_pca_fact1_cluster_5,Cluster label (k=5) based on PCA component 1 of the Node2Vec competitor embedding for window 5 (D1-lagged),GROUP,96%,3,3
oth455_competitor_n2v_p50_q50_w5_pca_fact2_cluster_10,Cluster label from clustering the 2nd PCA component scores of the Node2Vec competitor embedding into 10 groups in window 5,GROUP,96%,4,6
oth455_competitor_n2v_p50_q50_w5_pca_fact2_cluster_20,Categorical cluster ID (k=20) based on the 2nd principal component (PCA) of the window 5 USA competitor Node2Vec embedding (D1-lagged),GROUP,97%,4,4
oth455_competitor_n2v_p50_q50_w5_pca_fact2_cluster_5,Cluster label (k=5) based on PCA component 2 of the Node2Vec competitor embedding for window 5 (D1-lagged),GROUP,95%,1,1
oth455_competitor_n2v_p50_q50_w5_pca_fact3_cluster_10,Cluster label (k=10) based on PCA component 3 of the Node2Vec competitor embedding for window 5 (D1-lagged),GROUP,96%,4,4
oth455_competitor_n2v_p50_q50_w5_pca_fact3_cluster_20,Cluster label from clustering the 3rd PCA component scores into 20 groups for the Node2Vec competitor embedding in window 5,GROUP,97%,3,3
oth455_competitor_n2v_p50_q50_w5_pca_fact3_cluster_5,Categorical cluster ID (k=5) based on the 3rd principal component (PCA) of the window 5 USA competitor Node2Vec embedding (D1-lagged),GROUP,95%,6,8
oth455_competitor_roam_w1_kmeans_cluster_10,Categorical cluster ID (1..10) from KMeans applied to the seed-1 latent embedding vector derived via ROAM competitor network (D1-lagged),GROUP,97%,9,26
oth455_competitor_roam_w1_kmeans_cluster_20,KMeans cluster label (k=20) based on USA competitor ROAM embeddings in window 1 (D1 lag),GROUP,97%,2,2
oth455_competitor_roam_w1_kmeans_cluster_5,"KMeans cluster label (5 groups, non-ordinal) computed on the W1 ROAM-based competitor latent vector (D1-lagged)",GROUP,96%,2,3
oth455_competitor_roam_w1_pca_fact1_cluster_10,Cluster assignment (k=10) based on 1st PCA factor score from ROAM competitor embeddings in window 1 (D1 lag),GROUP,96%,4,4
oth455_competitor_roam_w1_pca_fact1_cluster_20,Grouping data. Embedded using ROAM with competitor data and then clustered using the 1st eigenvalue of PCA into 20 groups in window 1,GROUP,97%,2,2
